,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
1021412,14.0,24.15,30076,23,24,tcp,25086,-------,0,-1,210,5268060,router,server1,29.051457,29.077671000000002,29.092914,0.026213999999999998,23.094907,579358.828204,25086.0,0.05024,0.092914,29.0,29.092914,0.0,9.092914,HTTP-FLOOD
1023089,8.0,24.9,31123,23,24,tcp,51813,-------,0,-1,210,10880730,router,server1,30.067185,30.103885,30.119128000000003,0.0367,23.028518,1193176.584428,51813.0,0.10376700000000001,0.119128,30.0,30.119128000000003,0.0,9.119128,HTTP-FLOOD
1023297,1.0,24.1,13923,21,23,tcp,2709,-------,0,-1,210,568890,switch1,router,14.015243,14.015243,14.030485999999998,0.0,23.215379000000002,62890.460558000006,2709.0,0.005425,0.045728,14.0,14.045728,0.0,9.045728,HTTP-FLOOD
1023371,11.0,24.12,39692,11,22,tcp,26384,-------,0,-1,210,5540640,client-11,switch2,38.0,38.0,38.015243,0.0,23.175081,611451.337241,26384.0,0.05284,0.061457000000000005,38.0,38.061457,0.0,9.061457,HTTP-FLOOD
1023415,11.0,24.12,7485,11,22,tcp,55940,-------,0,-1,210,11747400,client-11,switch2,8.0,8.0,8.015243,0.0,23.175081,1296414.03143,55940.0,0.11203199999999999,0.061457000000000005,8.0,8.061457,0.0,9.061457,HTTP-FLOOD
1024525,18.0,24.2,66372,18,22,tcp,40532,-------,0,-1,210,8511720,client-18,switch2,63.0,63.0,63.015243000000005,0.0,22.988868,931784.803176,40532.0,0.081174,0.134856,63.0,63.134856000000006,0.0,9.134856,HTTP-FLOOD
1024606,9.0,24.1,46101,23,24,tcp,51090,-------,0,-1,210,10728900,router,server1,44.072428,44.11437,44.129613,0.041942,23.00207,1175175.771416,51090.0,0.10231900000000001,0.129613,44.0,44.129613,0.0,9.129613,HTTP-FLOOD
1024969,3.0,24.3,57857,3,21,tcp,60544,-------,0,-1,210,12714240,client-3,switch1,55.0,55.0,55.015243000000005,0.0,23.16168,1402300.726836,60544.0,0.121252,0.0667,55.0,55.0667,0.0,9.0667,HTTP-FLOOD
1025271,20.0,25.0,79150,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,75.59044499999999,75.59044499999999,75.600448,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.55980500000001,75.631088,1.201267,75.999728,HTTP-FLOOD
1026075,2.0,24.16,8568,21,23,tcp,18100,-------,0,-1,210,3801000,switch1,router,9.015243,9.020486,9.035728,0.005243,23.188498000000003,419711.813347,18100.0,0.036249,0.056214,9.0,9.056214,0.0,9.056214,HTTP-FLOOD
1026216,17.0,24.19,54746,22,23,tcp,7127,-------,0,-1,210,1496670,switch2,router,52.015243,52.051942,52.067184999999995,0.036699,23.015288,164029.954945,7127.0,0.014273,0.12437000000000001,52.0,52.12437,0.0,9.124369999999999,HTTP-FLOOD
1026386,7.0,24.7,24712,7,21,tcp,21707,-------,0,-1,210,4558470,client-7,switch1,24.0,24.0,24.015242999999998,0.0,23.055028,500455.50148999994,21707.0,0.043473000000000005,0.108642,24.0,24.108642,0.0,9.108642,HTTP-FLOOD
1026936,9.0,24.1,62111,23,24,tcp,4434,-------,0,-1,210,931140,router,server1,59.072428,59.114369999999994,59.129613,0.041942,23.00207,101991.17969199999,4434.0,0.008879999999999999,0.129613,59.0,59.129613,0.0,9.129613,HTTP-FLOOD
1027978,15.0,24.17,72795,23,24,tcp,6515,-------,0,-1,210,1368150,router,server1,69.0567,69.08815600000001,69.103399,0.031456,23.068307,150290.018047,6515.0,0.013047999999999999,0.103399,69.0,69.103399,0.0,9.103399000000001,HTTP-FLOOD
1030948,14.0,24.15,66368,23,24,tcp,46094,-------,0,-1,210,9679740,router,server1,63.05145699999999,63.077670999999995,63.092914,0.026213999999999998,23.094907,1064536.627092,46094.0,0.092313,0.092914,63.0,63.092914,0.0,9.092914,HTTP-FLOOD
1031825,13.0,24.14,62115,22,23,tcp,39350,-------,0,-1,210,8263500,switch2,router,59.015243000000005,59.030970999999994,59.046214,0.015728,23.121571,909833.802151,39350.0,0.078807,0.082428,59.0,59.082428,0.0,9.082428,HTTP-FLOOD
1031941,15.0,24.17,49388,22,23,tcp,31243,-------,0,-1,210,6561030,switch2,router,47.015243,47.041457,47.0567,0.026213999999999998,23.068307,720723.105732,31243.0,0.062571,0.103399,47.0,47.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
1032304,6.0,24.6,70676,6,21,tcp,1110,-------,0,-1,210,233100,client-6,switch1,67.0,67.0,67.015243,0.0,23.0816,25620.576300999997,1110.0,0.002223,0.098156,67.0,67.098156,0.0,9.098156,HTTP-FLOOD
1033435,1.0,24.1,54730,1,21,tcp,60594,-------,0,-1,210,12724740,client-1,switch1,52.0,52.0,52.015243,0.0,23.215379000000002,1406712.64933,60594.0,0.121353,0.045728,52.0,52.045728000000004,0.0,9.045728,HTTP-FLOOD
1034156,1.0,24.1,37564,23,24,tcp,51198,-------,0,-1,210,10751580,router,server1,36.030485999999996,36.030485999999996,36.045728000000004,0.0,23.215379000000002,1188580.9522459998,51198.0,0.10253499999999999,0.045728,36.0,36.045728000000004,0.0,9.045728,HTTP-FLOOD
1034212,16.0,24.18,42936,23,24,tcp,13905,-------,0,-1,210,2920050,router,server1,41.061941999999995,41.098642,41.113884999999996,0.0367,23.041764999999998,320395.747807,13905.0,0.027848,0.11388499999999999,41.0,41.113884999999996,0.0,9.113885,HTTP-FLOOD
1034239,20.0,25.0,69144,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.550973,65.550973,65.581613,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.550973,65.62225600000001,1.201267,75.999728,HTTP-FLOOD
1034249,3.0,24.3,10715,3,21,tcp,22844,-------,0,-1,210,4797240,client-3,switch1,11.0,11.0,11.015243,0.0,23.16168,529105.407701,22844.0,0.04575,0.0667,11.0,11.0667,0.0,9.0667,HTTP-FLOOD
1034576,2.0,24.16,49375,21,23,tcp,22764,-------,0,-1,210,4780440,switch1,router,47.015243,47.020486,47.035728000000006,0.005243,23.188498000000003,527862.9679020001,22764.0,0.04559,0.056214,47.0,47.056214000000004,0.0,9.056214,HTTP-FLOOD
1036431,17.0,24.19,63208,17,22,tcp,45956,-------,0,-1,210,9650760,client-17,switch2,60.0,60.0,60.015243000000005,0.0,23.015288,1057690.5583620002,45956.0,0.092037,0.12437000000000001,60.0,60.12436999999999,0.0,9.124369999999999,HTTP-FLOOD
1036901,2.0,24.16,51521,2,21,tcp,46100,-------,0,-1,210,9681000,client-2,switch1,49.0,49.0,49.015243,0.0,23.188498000000003,1068989.7566469999,46100.0,0.092325,0.056214,49.0,49.056214000000004,0.0,9.056214,HTTP-FLOOD
1037015,12.0,24.13,52557,12,22,tcp,5858,-------,0,-1,210,1230180,client-12,switch2,50.0,50.0,50.015243,0.0,23.148296,135602.7188,5858.0,0.011732,0.07194199999999999,50.0,50.071942,0.0,9.071942,HTTP-FLOOD
1037532,4.0,24.4,4,4,21,tcp,53826,-------,0,-1,210,11303460,client-4,switch1,0.0,0.0,0.015243000000000001,0.0,23.134926,1245260.507525,53826.0,0.107798,0.077185,0.0,0.077185,0.0,9.077185,HTTP-FLOOD
1038353,8.0,24.9,36480,23,24,tcp,1061,-------,0,-1,210,222810,router,server1,35.067184999999995,35.103885,35.119128,0.0367,23.028518,24433.257215,1061.0,0.002125,0.119128,35.0,35.119128,0.0,9.119128,HTTP-FLOOD
1039499,18.0,24.2,11822,22,23,tcp,43206,-------,0,-1,210,9073260,switch2,router,12.015243,12.057185,12.072428,0.041942,22.988868,993257.036564,43206.0,0.086529,0.134856,12.0,12.134856,0.0,9.134856,HTTP-FLOOD
1039943,11.0,24.12,12907,22,23,tcp,28850,-------,0,-1,210,6058500,switch2,router,13.015243,13.020486,13.035728,0.005243,23.175081,668601.087,28850.0,0.057777999999999996,0.061457000000000005,13.0,13.061457,0.0,9.061457,HTTP-FLOOD
1042156,11.0,24.12,27889,11,22,tcp,11330,-------,0,-1,210,2379300,client-11,switch2,27.0,27.0,27.015242999999998,0.0,23.175081,262573.66778899997,11330.0,0.022691,0.061457000000000005,27.0,27.061457,0.0,9.061457,HTTP-FLOOD
1042363,1.0,24.1,42921,1,21,tcp,9267,-------,0,-1,210,1946070,client-1,switch1,41.0,41.0,41.015243,0.0,23.215379000000002,215136.913248,9267.0,0.018559,0.045728,41.0,41.045728000000004,0.0,9.045728,HTTP-FLOOD
1042396,10.0,24.11,1036,22,23,tcp,2298,-------,0,-1,210,482580,switch2,router,2.015243,2.015243,2.0304860000000002,0.0,23.201929999999997,53318.036264,2298.0,0.004602,0.050970999999999995,2.0,2.050971,0.0,9.050971,HTTP-FLOOD
1042710,1.0,24.1,1,21,23,tcp,25196,-------,0,-1,210,5291160,switch1,router,0.015243000000000001,0.015243000000000001,0.030486000000000003,0.0,23.215379000000002,584934.678558,25196.0,0.050460000000000005,0.045728,0.0,0.045728,0.0,9.045728,HTTP-FLOOD
1042897,8.0,24.9,6456,8,21,tcp,23856,-------,0,-1,210,5009760,client-8,switch1,7.0,7.0,7.015242999999999,0.0,23.028518,549368.316795,23856.0,0.047777,0.119128,7.0,7.119128,0.0,9.119128,HTTP-FLOOD
1043033,15.0,24.17,5371,23,24,tcp,13396,-------,0,-1,210,2813160,router,server1,6.0567,6.088156,6.103399,0.031456,23.068307,309023.036341,13396.0,0.026827999999999998,0.103399,6.0,6.103399,0.0,9.103399000000001,HTTP-FLOOD
1043498,19.0,24.21,59,19,22,tcp,42101,-------,0,-1,210,8841210,client-19,switch2,1.0,1.0,1.0152430000000001,0.0,22.967447,966952.4691969999,42101.0,0.084316,0.145197,1.0,1.145197,0.0,9.143376,HTTP-FLOOD
1043953,14.0,24.15,49387,22,23,tcp,27941,-------,0,-1,210,5867610,switch2,router,47.015243,47.036214,47.051457,0.020971,23.094907,645294.786688,27941.0,0.055958,0.092914,47.0,47.092914,0.0,9.092914,HTTP-FLOOD
1044124,18.0,24.2,4320,23,24,tcp,8849,-------,0,-1,210,1858290,router,server1,5.0724279999999995,5.119612999999999,5.134856,0.047185000000000005,22.988868,203428.49411099998,8849.0,0.017721999999999998,0.134856,5.0,5.134856,0.0,9.134856,HTTP-FLOOD
1044811,3.0,24.3,66357,3,21,tcp,38346,-------,0,-1,210,8052660,client-3,switch1,63.0,63.0,63.015243000000005,0.0,23.16168,888157.764126,38346.0,0.076796,0.0667,63.0,63.0667,0.0,9.0667,HTTP-FLOOD
1045211,10.0,24.11,55793,23,24,tcp,39519,-------,0,-1,210,8298990,router,server1,53.030485999999996,53.035728000000006,53.050971,0.005242,23.201929999999997,916917.0909950001,39519.0,0.07914500000000001,0.050970999999999995,53.0,53.050971,0.0,9.050971,HTTP-FLOOD
1047344,12.0,24.13,26797,12,22,tcp,54336,-------,0,-1,210,11410560,client-12,switch2,26.0,26.0,26.015242999999998,0.0,23.148296,1257785.819177,54336.0,0.10882,0.07194199999999999,26.0,26.071942,0.0,9.071942,HTTP-FLOOD
1047373,17.0,24.19,32225,23,24,tcp,31086,-------,0,-1,210,6528060,router,server1,31.067185,31.109128000000002,31.124370000000003,0.041943,23.015288,715453.231292,31086.0,0.06225599999999999,0.12437000000000001,31.0,31.124370000000003,0.0,9.124369999999999,HTTP-FLOOD
1047575,5.0,24.5,5361,5,21,tcp,18180,-------,0,-1,210,3817800,client-5,switch1,6.0,6.0,6.015243,0.0,23.108231,420107.63814,18180.0,0.036409,0.087671,6.0,6.087671,0.0,9.087671,HTTP-FLOOD
1048222,20.0,25.0,78834,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,74.80409300000001,74.80409300000001,74.834733,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.80409300000001,74.875376,1.201267,75.999728,HTTP-FLOOD
1048449,2.0,24.16,2120,2,21,tcp,50514,-------,0,-1,210,10607940,client-2,switch1,3.0,3.0,3.015243,0.0,23.188498000000003,1171343.7867079999,50514.0,0.10116499999999999,0.056214,3.0,3.0562139999999998,0.0,9.056214,HTTP-FLOOD
1049377,16.0,24.18,61029,16,22,tcp,33557,-------,0,-1,210,7046970,client-16,switch2,58.0,58.0,58.015243000000005,0.0,23.041764999999998,773212.521334,33557.0,0.067205,0.11388499999999999,58.0,58.113884999999996,0.0,9.113885,HTTP-FLOOD
1049507,15.0,24.17,33248,15,22,tcp,51202,-------,0,-1,210,10752420,client-15,switch2,32.0,32.0,32.015243,0.0,23.068307,1181143.438841,51202.0,0.10254300000000001,0.103399,32.0,32.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
1050268,19.0,24.21,18271,19,22,tcp,19070,-------,0,-1,210,4004700,client-19,switch2,18.0,18.0,18.015242999999998,0.0,22.967447,437989.206613,19070.0,0.038192000000000004,0.140594,18.0,18.140594,0.0,9.143376,HTTP-FLOOD
1050334,4.0,24.4,30066,23,24,tcp,4298,-------,0,-1,210,902580,router,server1,29.046214000000003,29.061942,29.077184999999997,0.015728,23.134926,99433.910403,4298.0,0.008608,0.077185,29.0,29.077184999999997,0.0,9.077185,HTTP-FLOOD
1050482,5.0,24.5,50432,5,21,tcp,4649,-------,0,-1,210,976290,client-5,switch1,48.0,48.0,48.015243,0.0,23.108231,107430.165551,4649.0,0.009311,0.087671,48.0,48.087671,0.0,9.087671,HTTP-FLOOD
1050967,20.0,25.0,63039,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,59.877311999999996,59.877311999999996,59.907952,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,59.83666899999999,59.907952,1.201267,75.999728,HTTP-FLOOD
1051515,9.0,24.1,42929,21,23,tcp,64440,-------,0,-1,210,13532400,switch1,router,41.015243,41.057185,41.072428,0.041942,23.00207,1482253.409865,64440.0,0.129055,0.129613,41.0,41.129613,0.0,9.129613,HTTP-FLOOD
1051570,5.0,24.5,40741,21,23,tcp,27658,-------,0,-1,210,5808180,switch1,router,39.015243,39.036214,39.051457,0.020971,23.108231,639127.4508069999,27658.0,0.055390999999999996,0.087671,39.0,39.087671,0.0,9.087671,HTTP-FLOOD
1053065,18.0,24.2,65283,22,23,tcp,39748,-------,0,-1,210,8347080,switch2,router,62.015243000000005,62.057185,62.072428,0.041942,22.988868,913761.530559,39748.0,0.079604,0.134856,62.0,62.134856000000006,0.0,9.134856,HTTP-FLOOD
1053178,20.0,25.0,65556,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,62.150013,62.150013,62.180653,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.150013,62.221295999999995,1.201267,75.999728,HTTP-FLOOD
1053659,11.0,24.12,13933,23,24,tcp,26640,-------,0,-1,210,5594400,router,server1,14.035728,14.046214,14.061457,0.010486,23.175081,617384.157978,26640.0,0.053352,0.061457000000000005,14.0,14.061457,0.0,9.061457,HTTP-FLOOD
1054135,5.0,24.5,10717,21,23,tcp,1991,-------,0,-1,210,418110,switch1,router,11.015243,11.036214,11.051457000000001,0.020971,23.108231,46008.487763,1991.0,0.003987,0.087671,11.0,11.087671,0.0,9.087671,HTTP-FLOOD
1054261,5.0,24.5,26790,5,21,tcp,49245,-------,0,-1,210,10341450,client-5,switch1,26.0,26.0,26.015242999999998,0.0,23.108231,1137964.831693,49245.0,0.098624,0.087671,26.0,26.087671,0.0,9.087671,HTTP-FLOOD
1054623,2.0,24.16,55785,21,23,tcp,1474,-------,0,-1,210,309540,switch1,router,53.015243000000005,53.020486,53.035728000000006,0.005243,23.188498000000003,34179.846014999996,1474.0,0.0029519999999999998,0.056214,53.0,53.056214000000004,0.0,9.056214,HTTP-FLOOD
1054783,1.0,24.1,49374,1,21,tcp,20486,-------,0,-1,210,4302060,client-1,switch1,47.0,47.0,47.015243,0.0,23.215379000000002,475590.24547299993,20486.0,0.041027999999999995,0.045728,47.0,47.045728000000004,0.0,9.045728,HTTP-FLOOD
1054891,6.0,24.6,54735,23,24,tcp,58138,-------,0,-1,210,12208980,router,server1,52.0567,52.082914,52.098156,0.026213999999999998,23.0816,1341918.0765860002,58138.0,0.116434,0.098156,52.0,52.098156,0.0,9.098156,HTTP-FLOOD
1054936,3.0,24.3,68533,21,23,tcp,27863,-------,0,-1,210,5851230,switch1,router,65.015243,65.025728,65.040971,0.010485,23.16168,645353.877375,27863.0,0.055802,0.0667,65.0,65.0667,0.0,9.0667,HTTP-FLOOD
1056207,15.0,24.17,30077,22,23,tcp,58073,-------,0,-1,210,12195330,switch2,router,29.015242999999998,29.041457,29.0567,0.026213999999999998,23.068307,1339645.774067,58073.0,0.11630399999999999,0.103399,29.0,29.103399,0.0,9.103399000000001,HTTP-FLOOD
1056904,12.0,24.13,13934,22,23,tcp,1101,-------,0,-1,210,231210,switch2,router,14.015243,14.025727999999999,14.040970999999999,0.010485,23.148296,25486.274052,1101.0,0.002205,0.07194199999999999,14.0,14.071942000000002,0.0,9.071942,HTTP-FLOOD
1057240,11.0,24.12,38667,22,23,tcp,57227,-------,0,-1,210,12017670,switch2,router,37.015243,37.020486,37.035728000000006,0.005243,23.175081,1326240.360684,57227.0,0.11460899999999999,0.061457000000000005,37.0,37.061457,0.0,9.061457,HTTP-FLOOD
1057407,1.0,24.1,67442,23,24,tcp,26205,-------,0,-1,210,5503050,router,server1,64.030486,64.030486,64.045728,0.0,23.215379000000002,608358.995539,26205.0,0.05248099999999999,0.045728,64.0,64.045728,0.0,9.045728,HTTP-FLOOD
1058062,8.0,24.9,39689,23,24,tcp,9734,-------,0,-1,210,2044140,router,server1,38.067184999999995,38.103885,38.119128,0.0367,23.028518,224159.590698,9734.0,0.019494,0.119128,38.0,38.119128,0.0,9.119128,HTTP-FLOOD
1058529,16.0,24.18,30078,23,24,tcp,25784,-------,0,-1,210,5414640,router,server1,29.061942,29.098641999999998,29.113884999999996,0.0367,23.041764999999998,594108.878925,25784.0,0.051637999999999996,0.11388499999999999,29.0,29.113884999999996,0.0,9.113885,HTTP-FLOOD
1059443,10.0,24.11,5366,23,24,tcp,23640,-------,0,-1,210,4964400,router,server1,6.030486,6.035728,6.050971,0.005242,23.201929999999997,548493.63676,23640.0,0.047344,0.050970999999999995,6.0,6.050971,0.0,9.050971,HTTP-FLOOD
1060759,16.0,24.18,24721,16,22,tcp,38737,-------,0,-1,210,8134770,client-16,switch2,24.0,24.0,24.015242999999998,0.0,23.041764999999998,892568.866076,38737.0,0.077579,0.11388499999999999,24.0,24.113885,0.0,9.113885,HTTP-FLOOD
1061111,13.0,24.14,31128,13,22,tcp,20164,-------,0,-1,210,4234440,client-13,switch2,30.0,30.0,30.015242999999998,0.0,23.121571,466223.349087,20164.0,0.040382999999999995,0.082428,30.0,30.082428000000004,0.0,9.082428,HTTP-FLOOD
1061136,12.0,24.13,50439,22,23,tcp,959,-------,0,-1,210,201390,switch2,router,48.015243,48.025728,48.040971,0.010485,23.148296,22199.216,959.0,0.0019210000000000002,0.07194199999999999,48.0,48.071942,0.0,9.071942,HTTP-FLOOD
1062540,15.0,24.17,42935,15,22,tcp,28767,-------,0,-1,210,6041070,client-15,switch2,41.0,41.0,41.015243,0.0,23.068307,663605.978382,28767.0,0.057612000000000003,0.103399,41.0,41.103398999999996,0.0,9.103399000000001,HTTP-FLOOD
1062876,1.0,24.1,64281,23,24,tcp,32240,-------,0,-1,210,6770400,router,server1,61.030485999999996,61.030485999999996,61.045728000000004,0.0,23.215379000000002,748463.8052350001,32240.0,0.064568,0.045728,61.0,61.045728000000004,0.0,9.045728,HTTP-FLOOD
1063120,19.0,24.21,45123,22,23,tcp,34189,-------,0,-1,210,7179690,switch2,router,43.015243,43.062428000000004,43.077671,0.047185000000000005,22.967447,785234.031719,34189.0,0.068471,0.140594,43.0,43.140594,0.0,9.143376,HTTP-FLOOD
1063551,14.0,24.15,46106,23,24,tcp,55304,-------,0,-1,210,11613840,router,server1,44.051457,44.077671,44.092914,0.026213999999999998,23.094907,1277240.717332,55304.0,0.110758,0.092914,44.0,44.092914,0.0,9.092914,HTTP-FLOOD
1063880,2.0,24.16,3212,2,21,tcp,10040,-------,0,-1,210,2108400,client-2,switch1,4.0,4.0,4.015243,0.0,23.188498000000003,232812.519669,10040.0,0.020107,0.056214,4.0,4.056214,0.0,9.056214,HTTP-FLOOD
1064378,12.0,24.13,71771,12,22,tcp,19065,-------,0,-1,210,4003650,client-12,switch2,68.0,68.0,68.015243,0.0,23.148296,441322.26594899996,19065.0,0.038182,0.07194199999999999,68.0,68.071942,0.0,9.071942,HTTP-FLOOD
1064753,15.0,24.17,25775,15,22,tcp,49087,-------,0,-1,210,10308270,client-15,switch2,25.0,25.0,25.015242999999998,0.0,23.068307,1132353.9702040001,49087.0,0.098307,0.103399,25.0,25.103399,0.0,9.103399000000001,HTTP-FLOOD
1065196,9.0,24.1,8575,23,24,tcp,43556,-------,0,-1,210,9146760,router,server1,9.072428,9.11437,9.129613,0.041942,23.00207,1001878.1738059999,43556.0,0.08723,0.129613,9.0,9.129613,0.0,9.129613,HTTP-FLOOD
1065441,19.0,24.21,53656,23,24,tcp,42050,-------,0,-1,210,8830500,router,server1,51.077671,51.128133,51.143376,0.050462,22.967447,965781.1294209999,42050.0,0.084214,0.143376,51.0,51.143376,0.0,9.143376,HTTP-FLOOD
1066250,7.0,24.7,11811,21,23,tcp,53946,-------,0,-1,210,11328660,switch1,router,12.015243,12.0467,12.061942,0.031457,23.055028,1243726.562093,53946.0,0.10803900000000001,0.108642,12.0,12.108642,0.0,9.108642,HTTP-FLOOD
1066505,8.0,24.9,28977,8,21,tcp,28923,-------,0,-1,210,6073830,client-8,switch1,28.0,28.0,28.015242999999998,0.0,23.028518,666053.815672,28923.0,0.057925,0.119128,28.0,28.119128000000003,0.0,9.119128,HTTP-FLOOD
1067372,8.0,24.9,37571,8,21,tcp,51325,-------,0,-1,210,10778250,client-8,switch1,36.0,36.0,36.015243,0.0,23.028518,1181938.66782,51325.0,0.102789,0.119128,36.0,36.119128,0.0,9.119128,HTTP-FLOOD
1068271,20.0,25.0,66445,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,63.056231999999994,63.06819399999999,63.078198,0.011962,94.7212,5209.67,55.0,0.0037159999999999997,0.083882,63.025592,63.109474,1.201267,75.999728,HTTP-FLOOD
1069003,11.0,24.12,49384,11,22,tcp,13539,-------,0,-1,210,2843190,client-11,switch2,47.0,47.0,47.015243,0.0,23.175081,313767.421729,13539.0,0.027114999999999997,0.061457000000000005,47.0,47.061457,0.0,9.061457,HTTP-FLOOD
1069861,16.0,24.18,54745,22,23,tcp,15469,-------,0,-1,210,3248490,switch2,router,52.015243,52.0467,52.061941999999995,0.031457,23.041764999999998,356433.068883,15469.0,0.03098,0.11388499999999999,52.0,52.113884999999996,0.0,9.113885,HTTP-FLOOD
1069979,12.0,24.13,58887,23,24,tcp,11904,-------,0,-1,210,2499840,router,server1,56.040971,56.0567,56.07194200000001,0.015729,23.148296,275557.31727600005,11904.0,0.02384,0.07194199999999999,56.0,56.07194200000001,0.0,9.071942,HTTP-FLOOD
1072398,5.0,24.5,67446,21,23,tcp,15700,-------,0,-1,210,3297000,switch1,router,64.015243,64.036214,64.051457,0.020971,23.108231,362799.225456,15700.0,0.031443,0.087671,64.0,64.087671,0.0,9.087671,HTTP-FLOOD
1072712,19.0,24.21,3229,19,22,tcp,28852,-------,0,-1,210,6058920,client-19,switch2,4.0,4.0,4.015243,0.0,22.967447,662656.769228,28852.0,0.05778200000000001,0.140099,4.0,4.140099,0.0,9.143376,HTTP-FLOOD
1072941,15.0,24.17,13937,22,23,tcp,62004,-------,0,-1,210,13020840,switch2,router,14.015243,14.041457000000001,14.0567,0.026213999999999998,23.068307,1430327.287643,62004.0,0.124176,0.103399,14.0,14.103399,0.0,9.103399000000001,HTTP-FLOOD
1074371,4.0,24.4,70674,4,21,tcp,39508,-------,0,-1,210,8296680,client-4,switch1,67.0,67.0,67.015243,0.0,23.134926,914014.6422049999,39508.0,0.079123,0.077185,67.0,67.077185,0.0,9.077185,HTTP-FLOOD
1074492,15.0,24.17,3225,22,23,tcp,10697,-------,0,-1,210,2246370,switch2,router,4.015243,4.041457,4.0567,0.026213999999999998,23.068307,246761.6766,10697.0,0.021422999999999998,0.103399,4.0,4.103399,0.0,9.103399000000001,HTTP-FLOOD
1074673,14.0,24.15,1040,14,22,tcp,31122,-------,0,-1,210,6535620,client-14,switch2,2.0,2.0,2.015243,0.0,23.094907,718759.684739,31122.0,0.062328999999999996,0.092914,2.0,2.092914,0.0,9.092914,HTTP-FLOOD
1074794,7.0,24.7,49380,21,23,tcp,23290,-------,0,-1,210,4890900,switch1,router,47.015243,47.0467,47.061941999999995,0.031457,23.055028,536951.611448,23290.0,0.046643000000000004,0.108642,47.0,47.108641999999996,0.0,9.108642,HTTP-FLOOD
1075112,11.0,24.12,17171,11,22,tcp,60279,-------,0,-1,210,12658590,client-11,switch2,17.0,17.0,17.015242999999998,0.0,23.175081,1396970.7079120001,60279.0,0.120722,0.061457000000000005,17.0,17.061457,0.0,9.061457,HTTP-FLOOD
1075913,5.0,24.5,10717,5,21,tcp,45628,-------,0,-1,210,9581880,client-5,switch1,11.0,11.0,11.015243,0.0,23.108231,1054382.360453,45628.0,0.09137999999999999,0.087671,11.0,11.087671,0.0,9.087671,HTTP-FLOOD
1076776,4.0,24.4,28973,23,24,tcp,42934,-------,0,-1,210,9016140,router,server1,28.046214000000003,28.061942,28.077184999999997,0.015728,23.134926,993274.8974489999,42934.0,0.085985,0.077185,28.0,28.077184999999997,0.0,9.077185,HTTP-FLOOD
1077368,19.0,24.21,47203,22,23,tcp,16721,-------,0,-1,210,3511410,switch2,router,45.015243,45.062428000000004,45.077671,0.047185000000000005,22.967447,384038.67455500003,16721.0,0.033487,0.145302,45.0,45.145302,0.0,9.143376,HTTP-FLOOD
1077398,13.0,24.14,3223,13,22,tcp,47133,-------,0,-1,210,9897930,client-13,switch2,4.0,4.0,4.015243,0.0,23.121571,1089788.985941,47133.0,0.094394,0.082428,4.0,4.082428,0.0,9.082428,HTTP-FLOOD
1077595,10.0,24.11,32218,10,22,tcp,33629,-------,0,-1,210,7062090,client-10,switch2,31.0,31.0,31.015242999999998,0.0,23.201929999999997,780257.720415,33629.0,0.067349,0.050970999999999995,31.0,31.050971,0.0,9.050971,HTTP-FLOOD
1078435,3.0,24.3,64283,23,24,tcp,60994,-------,0,-1,210,12808740,router,server1,61.040971,61.05145699999999,61.0667,0.010486,23.16168,1412723.482634,60994.0,0.122154,0.0667,61.0,61.0667,0.0,9.0667,HTTP-FLOOD
1078856,14.0,24.15,31129,22,23,tcp,59867,-------,0,-1,210,12572070,switch2,router,30.015242999999998,30.036214,30.051457,0.020971,23.094907,1382622.776373,59867.0,0.119897,0.092914,30.0,30.092914,0.0,9.092914,HTTP-FLOOD
1079335,13.0,24.14,37576,22,23,tcp,20467,-------,0,-1,210,4298070,switch2,router,36.015243,36.030971,36.046214,0.015728,23.121571,473229.184971,20467.0,0.04099,0.082428,36.0,36.082428,0.0,9.082428,HTTP-FLOOD
1080822,7.0,24.7,26792,21,23,tcp,34653,-------,0,-1,210,7277130,switch1,router,26.015242999999998,26.0467,26.061942000000002,0.031457,23.055028,798925.899163,34653.0,0.0694,0.108642,26.0,26.108642,0.0,9.108642,HTTP-FLOOD
